"시점","항공사별(1)","도착출발별(1)",운항 (편),여객 (명),화물 (톤)
"2010.06","에어부산","출발",1546,175202,1100
"2010.06","제주항공","도착",914,141307,787
"2010.06","제주항공","출발",915,142575,813
"2010.06","진에어","도착",822,132322,576
"2010.06","진에어","출발",822,132185,568
"2010.06","대한항공","도착",8316,1348306,76705
"2010.06","대한항공","출발",8315,1328974,83767
"2010.06","이스타항공","도착",1296,168548,756
"2010.06","이스타항공","출발",1295,168501,757
"2010.06","외항사","도착",3974,538792,33216
"2010.06","외항사","출발",3980,564428,45965
"2010.07","아시아나항공","도착",5709,837197,32826
"2010.07","아시아나항공","출발",5715,842838,34731
"2010.07","에어부산","도착",1496,171448,1128
"2010.07","에어부산","출발",1496,171656,1137
"2010.07","제주항공","도착",899,147420,859
"2010.07","제주항공","출발",902,148726,872
"2010.07","진에어","도착",842,139389,725
"2010.07","진에어","출발",842,139831,724
"2010.07","대한항공","도착",8611,1388313,81795
"2010.07","대한항공","출발",8634,1413343,85051
"2010.07","이스타항공","도착",1286,167901,824
"2010.07","이스타항공","출발",1290,169276,841
"2010.07","외항사","도착",4312,609494,35783
"2010.07","외항사","출발",4317,644235,47468
"2010.08","아시아나항공","도착",5793,931714,33452
"2010.08","아시아나항공","출발",5788,908584,34804
"2010.08","에어부산","도착",1634,192228,1315
"2010.08","에어부산","출발",1634,191470,1338
"2010.08","제주항공","도착",999,179577,1080
"2010.08","제주항공","출발",996,176388,1056
"2010.08","진에어","도착",834,151452,822
"2010.08","진에어","출발",833,150707,809
"2010.08","대한항공","도착",9008,1604160,80622
"2010.08","대한항공","출발",8992,1577240,83104
"2010.08","이스타항공","도착",1365,192695,1037
"2010.08","이스타항공","출발",1360,192045,1025
"2010.08","외항사","도착",4400,696601,34527
"2010.08","외항사","출발",4393,655127,43031
"2010.09","아시아나항공","도착",5485,775865,33515
"2010.09","아시아나항공","출발",5496,769087,34780
"2010.09","에어부산","도착",1574,158283,1336
"2010.09","에어부산","출발",1574,158140,1352
"2010.09","제주항공","도착",939,147324,846
"2010.09","제주항공","출발",941,147965,873
"2010.09","진에어","도착",797,119046,594
"2010.09","진에어","출발",798,118974,586
"2010.09","대한항공","도착",8503,1325853,78081
"2010.09","대한항공","출발",8517,1322547,83480
"2010.09","티웨이항공","도착",227,17404,75
"2010.09","티웨이항공","출발",227,17404,75
"2010.09","이스타항공","도착",1233,155716,812
"2010.09","이스타항공","출발",1235,155851,816
"2010.09","외항사","도착",4125,569857,33244
"2010.09","외항사","출발",4132,563385,40990
"2010.10","아시아나항공","도착",5793,880116,36735
"2010.10","아시아나항공","출발",5798,882977,39092
"2010.10","에어부산","도착",1608,194825,1459
"2010.10","에어부산","출발",1608,194819,1477
"2010.10","제주항공","도착",1058,177934,975
"2010.10","제주항공","출발",1058,178173,1007
"2010.10","진에어","도착",832,135284,666
"2010.10","진에어","출발",833,136118,673
"2010.10","대한항공","도착",8929,1532349,83355
"2010.10","대한항공","출발",8930,1528951,89722
"2010.10","티웨이항공","도착",470,43766,182
"2010.10","티웨이항공","출발",470,43766,182
"2010.10","이스타항공","도착",1351,178355,860
"2010.10","이스타항공","출발",1353,178494,858
"2010.10","외항사","도착",4176,603207,35863
"2010.10","외항사","출발",4178,611439,47175
"2010.11","아시아나항공","도착",5649,807347,34115
"2010.11","아시아나항공","출발",5645,801437,37233
"2010.11","에어부산","도착",1460,170899,1372
"2010.11","에어부산","출발",1460,171254,1408
"2010.11","제주항공","도착",1135,188132,1079
"2010.11","제주항공","출발",1132,188071,1103
"2010.11","진에어","도착",757,122753,702
"2010.11","진에어","출발",757,122653,699
"2010.11","대한항공","도착",8418,1341666,78121
"2010.11","대한항공","출발",8418,1329748,85404
"2010.11","티웨이항공","도착",476,49432,239
"2010.11","티웨이항공","출발",476,49432,239
"2010.11","이스타항공","도착",1050,134925,768
"2010.11","이스타항공","출발",1047,134971,763
"2010.11","외항사","도착",3986,548758,33738
"2010.11","외항사","출발",3989,556697,43368
"2010.12","아시아나항공","도착",5734,724045,36436
"2010.12","아시아나항공","출발",5732,727594,37857
"2010.12","에어부산","도착",1644,171250,1541
"2010.12","에어부산","출발",1646,171658,1575
"2010.12","제주항공","도착",1215,181135,1052
"2010.12","제주항공","출발",1216,183198,1100
"2010.12","진에어","도착",716,97362,622
"2010.12","진에어","출발",715,99262,650
"2010.12","대한항공","도착",8549,1223657,80429
"2010.12","대한항공","출발",8546,1203278,82527
"2010.12","티웨이항공","도착",470,43836,213
"2010.12","티웨이항공","출발",470,43836,213
"2010.12","이스타항공","도착",1093,131891,679
"2010.12","이스타항공","출발",1096,132409,680
"2010.12","외항사","도착",4144,528905,33536
"2010.12","외항사","출발",4130,582469,42162
"2011.01","아시아나항공","도착",5568,730940,36273
"2011.01","아시아나항공","출발",5570,730683,36616
"2011.01","에어부산","도착",1529,161543,1476
"2011.01","에어부산","출발",1528,161765,1502
"2011.01","제주항공","도착",1311,211505,1236
"2011.01","제주항공","출발",1310,212614,1261
"2011.01","진에어","도착",692,104512,687
"2011.01","진에어","출발",692,104872,667
"2011.01","대한항공","도착",8572,1237206,75562
"2011.01","대한항공","출발",8570,1257459,78925
"2011.01","티웨이항공","도착",512,72488,330
"2011.01","티웨이항공","출발",512,72488,330
"2011.01","이스타항공","도착",904,112910,611
"2011.01","이스타항공","출발",904,113332,609
"2011.01","외항사","도착",4334,611167,33182
"2011.01","외항사","출발",4334,649106,41156
"2011.02","아시아나항공","도착",5163,724464,32713
"2011.02","아시아나항공","출발",5164,716859,32176
"2011.02","에어부산","도착",1352,157630,1261
"2011.02","에어부산","출발",1351,157796,1284
"2011.02","제주항공","도착",1151,184444,1138
"2011.02","제주항공","출발",1151,182246,1111
"2011.02","진에어","도착",615,95020,625
"2011.02","진에어","출발",615,93533,578
"2011.02","대한항공","도착",7611,1177883,72630
"2011.02","대한항공","출발",7610,1156601,72425
"2011.02","티웨이항공","도착",680,105087,537
"2011.02","티웨이항공","출발",680,105087,537
"2011.02","이스타항공","도착",941,124179,705
"2011.02","이스타항공","출발",941,123817,694
"2011.02","외항사","도착",3829,588797,29718
"2011.02","외항사","출발",3834,548825,35139
"2011.03","아시아나항공","도착",5914,762239,38540
"2011.03","아시아나항공","출발",5919,730891,38204
"2011.03","에어부산","도착",1690,193193,1511
"2011.03","에어부산","출발",1692,191942,1531
"2011.03","제주항공","도착",1161,183593,997
"2011.03","제주항공","출발",1161,180502,1006
"2011.03","진에어","도착",688,90044,501
"2011.03","진에어","출발",688,89261,483
"2011.03","대한항공","도착",8473,1207689,90763
"2011.03","대한항공","출발",8462,1157574,92523
"2011.03","티웨이항공","도착",775,89626,376
"2011.03","티웨이항공","출발",775,89626,376
"2011.03","이스타항공","도착",1157,131193,613
"2011.03","이스타항공","출발",1155,130092,596
"2011.03","외항사","도착",4199,560431,36316
"2011.03","외항사","출발",4200,523431,43534
"2011.04","아시아나항공","도착",5924,844395,35474
"2011.04","아시아나항공","출발",5920,836610,36334
"2011.04","에어부산","도착",1633,215444,1552
"2011.04","에어부산","출발",1633,214891,1586
"2011.04","제주항공","도착",1254,209065,1102
"2011.04","제주항공","출발",1252,209660,1137
"2011.04","진에어","도착",830,129806,653
"2011.04","진에어","출발",830,129516,654
"2011.04","대한항공","도착",8088,1287579,80636
"2011.04","대한항공","출발",8094,1277480,81739
"2011.04","티웨이항공","도착",775,117134,457
"2011.04","티웨이항공","출발",775,117134,457
"2011.04","이스타항공","도착",1209,157881,727
"2011.04","이스타항공","출발",1209,157929,723
"2011.04","외항사","도착",4136,531408,32790
"2011.04","외항사","출발",4133,527205,41648
"2011.05","아시아나항공","도착",6099,877388,35202
"2011.05","아시아나항공","출발",6100,870483,35127
"2011.05","에어부산","도착",1775,229383,1571
"2011.05","에어부산","출발",1774,229453,1608
"2011.05","제주항공","도착",1321,224666,1179
"2011.05","제주항공","출발",1321,225578,1227
"2011.05","진에어","도착",855,137772,685
"2011.05","진에어","출발",855,137931,695
"2011.05","대한항공","도착",8592,1382311,78198
"2011.05","대한항공","출발",8589,1371996,78116
"2011.05","티웨이항공","도착",803,121219,498
"2011.05","티웨이항공","출발",803,121219,498
"2011.05","이스타항공","도착",1220,157906,770
"2011.05","이스타항공","출발",1221,157676,762
"2011.05","외항사","도착",4289,572347,33482
"2011.05","외항사","출발",4290,578225,38632
"2011.06","아시아나항공","도착",5744,823942,35219
"2011.06","아시아나항공","출발",5753,815658,34454
"2011.06","에어부산","도착",1628,202103,1381
"2011.06","에어부산","출발",1629,202571,1426
"2011.06","제주항공","도착",1294,213496,1154
"2011.06","제주항공","출발",1296,214710,1186
"2011.06","진에어","도착",728,118033,609
"2011.06","진에어","출발",728,118691,626
"2011.06","대한항공","도착",8223,1291951,77550
"2011.06","대한항공","출발",8224,1272033,77225
"2011.06","티웨이항공","도착",757,108676,443
"2011.06","티웨이항공","출발",757,108676,443
"2011.06","이스타항공","도착",1092,134377,659
"2011.06","이스타항공","출발",1095,134687,661
"2011.06","외항사","도착",4220,582507,34349
"2011.06","외항사","출발",4216,605490,38865
"2011.07","아시아나항공","도착",5914,859077,36521
"2011.07","아시아나항공","출발",5919,859111,35593
"2011.07","에어부산","도착",1543,184066,1306
"2011.07","에어부산","출발",1544,184417,1339
"2011.07","제주항공","도착",1470,246822,1436
"2011.07","제주항공","출발",1471,248407,1478
"2011.07","진에어","도착",890,137062,759
"2011.07","진에어","출발",892,137465,804
"2011.07","대한항공","도착",8850,1359229,81812
"2011.07","대한항공","출발",8864,1374613,82443
"2011.07","티웨이항공","도착",802,108866,484
"2011.07","티웨이항공","출발",802,108866,484
"2011.07","이스타항공","도착",1179,146687,783
"2011.07","이스타항공","출발",1182,147529,792
"2011.07","외항사","도착",4638,664791,36317
"2011.07","외항사","출발",4648,718318,41080
"2011.08","아시아나항공","도착",5916,942455,35070
"2011.08","아시아나항공","출발",5917,920394,34968
"2011.08","에어부산","도착",1692,213167,1545
"2011.08","에어부산","출발",1692,211923,1574
"2011.08","제주항공","도착",1445,257083,1568
"2011.08","제주항공","출발",1444,254368,1562
"2011.08","진에어","도착",1059,175697,973
"2011.08","진에어","출발",1060,174956,1005
"2011.08","대한항공","도착",9112,1542877,81444
"2011.08","대한항공","출발",9110,1511820,82615
"2011.08","티웨이항공","도착",977,174904,800
"2011.08","티웨이항공","출발",977,174904,800
"2011.08","이스타항공","도착",1195,157129,883
"2011.08","이스타항공","출발",1190,156109,882
"2011.08","외항사","도착",4700,767726,35833
"2011.08","외항사","출발",4699,711285,38422
"2011.09","아시아나항공","도착",5670,800659,32776
"2011.09","아시아나항공","출발",5666,808218,34844
"2011.09","에어부산","도착",1505,178719,1353
"2011.09","에어부산","출발",1504,178990,1408
"2011.09","제주항공","도착",1285,217892,1304
"2011.09","제주항공","출발",1286,217999,1336
"2011.09","진에어","도착",1016,147223,794
"2011.09","진에어","출발",1015,147147,831
"2011.09","대한항공","도착",8657,1315880,76597
"2011.09","대한항공","출발",8659,1332275,80260
"2011.09","티웨이항공","도착",1058,156155,648
"2011.09","티웨이항공","출발",1058,156155,648
"2011.09","이스타항공","도착",1124,134029,694
"2011.09","이스타항공","출발",1124,134230,700
"2011.09","외항사","도착",4387,587229,33911
"2011.09","외항사","출발",4389,609192,41732
"2011.10","아시아나항공","도착",5892,892932,35249
"2011.10","아시아나항공","출발",5894,892447,37507
"2011.10","에어부산","도착",1613,206182,1552
"2011.10","에어부산","출발",1612,205432,1589
"2011.10","제주항공","도착",1476,260732,1568
"2011.10","제주항공","출발",1475,259830,1619
"2011.10","진에어","도착",1043,172516,930
"2011.10","진에어","출발",1042,171907,967
"2011.10","대한항공","도착",8931,1496286,82514
"2011.10","대한항공","출발",8926,1479764,88041
"2011.10","티웨이항공","도착",962,166424,742
"2011.10","티웨이항공","출발",962,166265,745
"2011.10","이스타항공","도착",1148,152992,797
