대여소,상태,주소,위도,경도,구
한성대입구역6번출구 뒤,운영중,서울특별시 성북구 동소문로 1 한성대입구역6번출구 뒤,37.58876400000001,127.00631,성북구
돈암초교 입구,운영중,서울특별시 성북구 동소문로13길 38 돈암초교,37.591694,127.012497,성북구
만해공원,운영중,서울특별시 성북구 성북로 132-1 만해공원,37.594402,126.99231,성북구
성북구청,운영중,서울특별시 성북구 보문로 168 성북구청,37.589329,127.016434,성북구
한성대입구역2번출구,운영중,서울특별시 성북구 동소문로 2 성북구 동소문동2가 2-3,37.588448,127.006706,성북구
안암로터리 버스정류장 앞,운영중,서울특별시 성북구 안암로 69 안암로터리 버스정류장,37.582592,127.028976,성북구
증산2교,운영중,서울특별시 서대문구 증가로 264 북가좌동354-4,37.58417100000001,126.911102,서대문구
정릉교회 앞,운영중,서울특별시 성북구 정릉로27가길 28-2 성북구 정릉동 138-15,37.603245,127.014191,성북구
정릉꿈에그린1단지 201동 앞,운영중,서울특별시 성북구 아리랑로19길 20 성북구 정릉동 966-62,37.60244,127.011688,성북구
고려사대부속중고 정문,운영중,서울특별시 성북구 보국문로29길 23 성북구 정릉동 966-1,37.607761,127.003281,성북구
고려사대부속중고 건너편,운영중,서울특별시 성북구 보국문로29길 23 성북구 정릉동 966-1,37.607262,127.00283799999998,성북구
정릉동 교통광장,운영중,서울특별시 성북구 솔샘로17길 8 정릉동 746-2,37.612774,127.006531,성북구
길음역 3번출구 뒤,운영중,서울특별시 성북구 동소문로 248 동소문로248,37.603085,127.024788,성북구
종암사거리 분수대,운영중,서울특별시 성북구 종암로 147 성북구 하월곡동 104-134,37.603043,127.033272,성북구
창천문화공원,운영중,서울특별시 서대문구 연세로5나길 19 53-47,37.556789,126.935883,서대문구
LG베스트샵 종암점,운영중,서울특별시 성북구 종암로 88 성북구 종암동 15-7,37.599285,127.034622,성북구
국민은행 종암동지점 앞,운영중,서울특별시 성북구 종암로3길 37-2 성북구 종암동 12-33,37.593288,127.036667,성북구
래미안라센트아파트 103동 앞,운영중,서울특별시 성북구 종암로3길 37-2 성북구 종암동 12-33,37.598068,127.039276,성북구
월곡역 입구 육교 밑,운영중,서울특별시 성북구 월곡로 지하 107 성북구 종암동 113-10,37.600433,127.040207,성북구
상월곡역 4번출구,운영중,서울특별시 성북구 화랑로 148 성북구 상월곡동 산7-1,37.605808,127.047737,성북구
상월곡역 1번출구,운영중,서울특별시 성북구 화랑로 지하 157 성북구 상월곡동 35-9,37.606068,127.047318,성북구
상월곡역 3번출구,운영중,서울특별시 성북구 화랑로 지하 157 성북구 상월곡동 26-1,37.607342,127.050682,성북구
월곡역 3번출구,운영중,서울특별시 성북구 월곡로 지하 107 성북구 하월곡동 37-4,37.60262700000001,127.041634,성북구
해담는다리,운영중,서울특별시 서대문구 불광천길 150 345-27,37.582031,126.908997,서대문구
석계역 5번출구 건너편,운영중,서울특별시 노원구 화랑로 지하 347-1 성북구 석관동 134-4,37.613556,127.066093,노원구
석관초등학교 앞,운영중,서울특별시 성북구 돌곶이로22길 21 성북구 석관동 202-3,37.610523,127.059799,성북구
석관동주민센터 앞,운영중,서울특별시 성북구 화랑로 296 성북구 석관동 384-2,37.612999,127.06131,성북구
성북3교 위,운영중,서울특별시 성북구 보문로 192 성북3교 위,37.591251,127.014008,성북구
돈암성당 옆,운영중,서울특별시 성북구 인촌로7길 120 돈암성당 옆,37.590382,127.017136,성북구
용문2교 옆,운영중,서울특별시 성북구 인촌로7길 24 용문2교 옆,37.586899,127.020752,성북구
삼성전자서비스 성북센터,운영중,서울특별시 성북구 월계로 28 삼성전자서비스 성북센터,37.610569,127.033508,성북구
연세로 명물길,운영중,서울특별시 서대문구 명물길 33 31-69,37.557892,126.93808,서대문구
광운초등학교 앞,운영중,서울특별시 성북구 한천로 693 광운초등학교 앞,37.61956,127.053802,성북구
성북쉼터 앞,운영중,서울특별시 성북구 성북로21길 32 성북쉼터 앞,37.592617,126.997932,성북구
한성대7번출구 앞,운영중,서울특별시 성북구 동소문로 11 한성대7번출구 앞,37.589249,127.007378,성북구
아리랑시네센터 앞,운영중,서울특별시 성북구 아리랑로 82 아리랑시네센터 앞,37.600288,127.013702,성북구
길음8골어린이공원 옆,운영중,서울특별시 성북구 길음로13길 22 길음8골어린이공원 옆,37.608978,127.020248,성북구
길음래미안아파트817동 상가 앞,운영중,서울특별시 성북구 길음로 33 길음래미안아파트817동 상가 앞,37.607105,127.0215,성북구
성북제일새마을금고 본점 앞,운영중,서울특별시 성북구 길음로 20 성북제일새마을금고 본점 앞,37.60475200000001,127.022758,성북구
월계2교 버스정류장 앞,운영중,서울특별시 성북구 한천로101길 18 월계2교 버스정유장 앞,37.623829,127.050201,성북구
명물길 원형무대 앞,운영중,서울특별시 서대문구 명물길 33 31-69,37.559101,126.939178,서대문구
안암2교 옆,운영중,서울특별시 성북구 안암로 17 SK제삼주유소 앞,37.579449,127.024193,성북구
e 편한세상 보문아파트 내,운영중,서울특별시 성북구 낙산길 255 e 편한세상 보문아파트 내,37.583881,127.017097,성북구
금호어울림센터힐 내,운영중,서울특별시 성북구 동소문로34길 73 금호어울림센터힐 내,37.60083,127.023552,성북구
고려대학교 2번출구,운영중,서울특별시 성북구 종암로 지하 1 고려대학교 2번출구,37.590714,127.036194,성북구
보문2교,운영중,서울특별시 성북구 보문로30길 29 보문2교,37.588699,127.01891299999998,성북구
북한산보국문역,운영중,서울특별시 성북구 보국문로 91 북한산보국문역,37.612072,127.008133,성북구
정릉도서관 앞,운영중,서울특별시 성북구 보국문로 7-10 정릉도서관 앞,37.60479,127.010582,성북구
장위뉴타운 꿈에 숲 코오롱 하늘채 앞,운영중,서울특별시 성북구 월계로 172 장위뉴타운 꿈에 숲 코오롱 하늘채 앞,37.619801,127.045097,성북구
대흥동 주민센터,운영중,서울특별시 마포구 신촌로26길 10 1-83,37.556004,126.942299,마포구
정릉역,운영중,서울특별시 성북구 정릉로 272 정릉역,37.603096,127.013504,성북구
홍익중고 입구,운영중,서울특별시 성북구 성북로14가길 23 홍익중고 입구,37.592842,127.002121,성북구
보문역6번출구 앞,운영중,서울특별시 성북구 보문로 112-2 보문역6번출구 앞,37.585098,127.019676,성북구
보문4교 인근,운영중,서울특별시 성북구 보문로22길 28 보문4교 인근,37.583752,127.02195,성북구
성북동 치안센터 앞,운영중,서울특별시 성북구 성북로 25 성북동 치안센터 앞,37.590172,127.004089,성북구
선잠단지 앞,운영중,서울특별시 성북구 성북로 102-10 선잠단지 앞,37.593361,126.999092,성북구
일신초등학교 옆,운영중,서울특별시 성북구 월곡로 74 일신초등학교 옆,37.59972,127.040382,성북구
길음문화복합미디어센터,운영중,서울특별시 성북구 길음로7길 20 길음문화복합미디어센터,37.603512,127.02256,성북구
성신여대입구 교차로,운영중,서울특별시 성북구 보문로34길 87 성신여대입구 교차로,37.59148,127.020103,성북구
미아사거리,운영중,서울특별시 성북구 동소문로 327 미아사거리,37.609131,127.030029,성북구
NH농협 신촌지점 앞,운영중,서울특별시 서대문구 연세로2다길 58 60-11,37.556812,126.943184,서대문구
복자사랑 피정의 집,운영중,서울특별시 성북구 성북로 132-4 복자사랑 피정의 집,37.59454,126.995209,성북구
KEB은행 고대점,운영중,서울특별시 성북구 인촌로 113 KEB은행 고대점,37.586559,127.03196,성북구
성북구보건소 건너편,운영중,서울특별시 성북구 화랑로 63 성북구보건소 건너편,37.602291,127.038979,성북구
신촌동 제1공영주차장 앞,운영중,서울특별시 서대문구 증가로 264 342-14,37.55917700000001,126.934525,서대문구
연세대 정문 건너편,운영중,서울특별시 서대문구 연세로 42 76-25,37.559795,126.934479,서대문구
이화여대 후문,운영중,서울특별시 서대문구 연세로 50-1 89-4,37.560009,126.940735,서대문구
극동늘푸른아파트,운영중,서울특별시 중랑구 동일로 941 중랑구 묵동 189-2,37.614738,127.076363,중랑구
금란주차장 앞,운영중,서울특별시 중랑구 망우로 448 금란주차장 앞,37.600071,127.102333,중랑구
중화빌딩 앞 (동부시장),운영중,서울특별시 중랑구 망우로 211 중화빌딩,37.59425,127.076576,중랑구
동일로 지하차도,운영중,서울특별시 중랑구 망우로 233 중랑구 중화동 211-3,37.595299,127.080032,중랑구
망우역 1번출구,운영중,서울특별시 중랑구 망우로55길 11-10 망우역 1번출구,37.599098,127.092949,중랑구
망우청소년수련관,운영중,서울특별시 중랑구 송림길 156 망우청소년수련관,37.606251,127.108269,중랑구
먹골역 1번출구 뒤,운영중,서울특별시 중랑구 공릉로 12 중랑구 묵동 189-4,37.611511,127.077888,중랑구
먹골역 6번출구 앞,운영중,서울특별시 중랑구 동일로 지하 901 먹골역 6번출구 앞,37.610722,127.077477,중랑구
연대 대운동장 옆,운영중,서울특별시 서대문구 연세로 50 27,37.562382,126.932648,서대문구
면목 대원칸타빌아파트,운영중,서울특별시 중랑구 용마산로 285 581 번지,37.577782,127.090187,중랑구
상봉시장앞 교차로 한성빌딩 앞,운영중,서울특별시 중랑구 면목로 456 중랑구 면목동 282-4,37.592541,127.086739,중랑구
면목초등학교,운영중,서울특별시 중랑구 면목로 434 면목초등학교,37.590961,127.087067,중랑구
봉화산역 5번출구 뒤,운영중,서울특별시 중랑구 신내로 지하 232 봉화산역 5번출구 뒤,37.617561,127.090309,중랑구
사가정역 1번출구,운영중,서울특별시 중랑구 사가정로 지하 393 중랑구 면목동 495,37.581646,127.088432,중랑구
상봉역 3번출구,운영중,서울특별시 중랑구 면목로 480 중랑구 상봉동 160-22,37.595219,127.085999,중랑구
새솔초등학교,운영중,서울특별시 중랑구 신내역로1길 164 새솔초등학교,37.617989,127.110542,중랑구
아현역 4번출구 앞,운영중,서울특별시 마포구 아현동 329-15 아현역 4번출구 앞,37.557201,126.955666,마포구
신내어울공원 앞,운영중,서울특별시 중랑구 신내로16길 17 신내어울공원 앞,37.614231,127.096764,중랑구
신내역 4번출구,운영중,서울특별시 중랑구 신내로 지하 232 신내역 4번출구,37.612461,127.103378,중랑구
신내우디안아파트 1단지,운영중,서울특별시 중랑구 신내역로 213 신내우디안아파트 1단지,37.620098,127.106461,중랑구
양원역 2번출구,운영중,서울특별시 중랑구 송림길 147 양원역 2번출구,37.606312,127.107742,중랑구
용마문화복지센터,운영중,서울특별시 중랑구 용마산로86길 9-27 용마문화복지센터,37.58746,127.09597,중랑구
면목도시개발아파트 1동 앞,운영중,서울특별시 중랑구 용마산로 지하 227 면목도시개발아파트 1동 앞,37.573589,127.086823,중랑구
용마산역 1번출구,운영중,서울특별시 중랑구 용마산로 지하 227 중랑구 면목동 1381,37.574299,127.086914,중랑구
원묵고등학교,운영중,서울특별시 중랑구 숙선옹주로 66 중랑구 묵동 20-3,37.616024,127.085968,중랑구
장안중학교,운영중,서울특별시 중랑구 동일로 778 동일로 778,37.599957,127.080002,중랑구
공덕역 2번출구,운영중,서울특별시 마포구 공덕동 257-88 공덕역 2번출구,37.544579,126.950218,마포구
중랑구청,운영중,서울특별시 중랑구 봉화산로 179 중랑구 신내동 662-1,37.606152,127.092598,중랑구
중랑구청 사거리,운영중,서울특별시 중랑구 봉화산로 194 중랑구 신내동 561,37.606499,127.095451,중랑구
중화역 2번출구,운영중,서울특별시 중랑구 동일로 지하 797 중랑구 중화동 50-3,37.602077,127.079582,중랑구
홈플러스 면목동점,운영중,서울특별시 중랑구 사가정로 332 홈플러스 면목동점,37.579868,127.082367,중랑구
